|character|text|type|character_clean|gender|principal_character
454||"Empty milk sugar boxes. Redtop and her five table workers
- clothed now, the surgical masks dangling from their necks -
wiping down table surfaces, scales and apparatus. Tens of
thousands of blue-cellophane packets of heroin neatly cover
two of the folding tables."|stage direction|||
455||51.|unknown|||
456||119   EXT. HARLEM STREET - DAY                                     119|location|||
457||"August. Hot. Kids wrench open a fire hydrant and with an
empty soda can direct the water into a fountain. The water
sprays down onto the windshield of a beat-up Chevy coming
slowly through, revealing when it clears, Frank behind the
wheel. He parks. Glances at his watch."|stage direction|||
458||120   INT. NYPD 23RD PRECINCT - LOCKER ROOM - DAY                  120|location|||
459||"Clock on the wall of a locker area: 3:58. Shift change.
Cops in t-shirts. Fans blowing the humid air around."|stage direction|||
460||121   INT/EXT. NYPD 23RD PRECINCT GARAGE - DAY                     121|location|||
461||"Blue and whites arriving and leaving, shirts coming off as
the cops alight."|stage direction|||
462||122   INT. BUS - MOVING ON 116TH STREET - DAY                      122|location|||
463||"The driver checks his watch:   3:59.   Turns his almost-empty
bus up 8th Avenue."|stage direction|||
464||123   INT/EXT. FRANK'S PARKED CHEVY - HARLEM - DAY                 123|location|||
465||"Air conditioner full blast. Radio announcing the time: 4
o'clock. Frank glances out the wet windshield of the Chevy
and watches 116th Street transform:
It's as if an outdoor market has just opened its stalls.
Junkies and dealers emerging from the alleys, storefronts,
tenements and side streets - from the street itself it seems
- snarling the cars and delivery trucks caught unaware.
Small blue cellophane packets - and only blue - are pulled
from pockets and change hands. In alleyways it's cooked up
and sucked into syringes, and in dank, grim, indescribably
filthy rooms, plunged into veins -"|stage direction|||
466||124   AND THE REVERSE:                                             124|location|||
467||"10 and 20 dollar bills changing hands - decks of cash
rubber-banded together - put into envelopes and delivered
to the Lucas brothers, to:"|stage direction|||
468||"125   LESTER at his metal door shop.                               125
126   EUGENE at his dry cleaners.                                  126
127   TURNER at his tire service shop.                             127
128   EARL at his electrical shop.                                 128"|location|||
469||"(CONT)
52."|unknown|||
470||"123   CONTINUED:                                                      123
129   TEDDY at his body shop.                                          129
130   INT. REDTOP'S APARTMENT - DAY                                    130"|location|||
471||"Piles of cash.    The brothers try counting it all, but it's
just too much.    It's actually tiring."|stage direction|||
472|TEDDY|"We're going to be here all night if we
count every bill."|speech|TEDDY|M|True
473||"TIME CUT: A money-counting machine flips through the
bills, its counter flying. The brothers rubberband it all
in $100,000 decks. Jot down the numbers. Put the money
in newly-assembled file boxes. Tape them shut."|stage direction|||
474||131   INT. CHEMICAL BANK - SAFETY-DEPOSIT ROOM - DAY                   131|location|||
475||"Alone in the room, Frank transfers stacks of $100's from the
file boxes into several open safety-deposit boxes."|stage direction|||
476||132   INT. FRANK'S PENTHOUSE APARTMENT - NIGHT                         132|location|||
477||"The penthouse is now richly decorated. The R & B music
playing through a state-of-the-art stereo system. It's a
kind of office party for Frank's brothers, cousins, wives
and girlfriends, distributors like Rossi and other East
Harlem guys, Charlie Williams, couple of cops on Frank's
payroll, and the Chemical Bank Vice President."|stage direction|||
478|BANKER|You got a stockbroker, Frank?|speech|BANKER|M|
479|FRANK|I deal with enough crooks as it is.|speech|FRANK|M|True
480||"The banker jots down a name and phone number on the back of
one of his business cards."|stage direction|||
481|BANKER|"This one couldn't be more honest. Ask
around. He's got a lot of clients in the
business. You can't leave all your money
in safety deposit boxes; give him a call."|speech|BANKER|M|
482||"The banker hands him the card and moves on. Frank's trying
to have a good time, but the level of noise and revelry is
beginning to make him uncomfortable."|stage direction|||
483||CHARLIE|unknown|||
484|BANKER|Frank.   This is Mike Sibota.|speech|BANKER|M|
485||Sibota tries not to look as nervous as he feels.|stage direction|||
486||"(CONT)
53."|unknown|||
487||132   CONTINUED:                                                       132|location|||
488||FRANK|unknown|||
489|BANKER|Mr. Sibota.   What can I get you?|speech|BANKER|M|
490|SIBOTA|"A left-hander from what Charlie tells me.
Your nephew?"|speech|SIBOTA|M|
491||Frank points to his nephew, Stevie, across the room.|stage direction|||
492|FRANK|"It's been his dream all his life to play
for the Yankees - and he's good enough."|speech|FRANK|M|True
493|SIBOTA|"So I hear. You have him come see me.
We'll give him a try-out."|speech|SIBOTA|M|
494||"As the scout hands his card to Frank, we whip over to where
Teddy, his driver Jimmy Racine and their girlfriends, coked
up, are laughing as a black cop, flashing his detective's
shield, pretends to frisk Jimmy."|stage direction|||
495|DETECTIVE|What's this?|speech|DETECTIVE|M|True
496||"(taking a .45 from Jimmy's
pocket)"|unknown|||
497|DETECTIVE|Oh, that's it, I'm taking you in.|speech|DETECTIVE|M|True
498||(joking)|unknown|||
499|JIMMY|"You can't take me in for that, I got       a
license for that, motherfucker."|speech|JIMMY|M|True
500||(gives the gun back)|unknown|||
501|DETECTIVE|This then -|speech|DETECTIVE|M|True
502||"(the pile of coke on the
coffee table)"|unknown|||
503|DETECTIVE|But first -|speech|DETECTIVE|M|True
504||The cop sucks up a line before pretending to cuff Jimmy.|stage direction|||
505|DETECTIVE|All right, now I'm arresting you.|speech|DETECTIVE|M|True
506||Everybody laughs.    Teddy peels $100's from a money clip.|stage direction|||
507||TEDDY|unknown|||
508|DETECTIVE|Let him go.   This is for you.|speech|DETECTIVE|M|True
509|DETECTIVE|"What is that, a bribe?     Oh, now you're
all under arrest."|speech|DETECTIVE|M|True
510||"(CONT)
54."|unknown|||
511||132   CONTINUED:                                                     132|location|||
512||"The cop pretends to arrest them all, but what he doesn't
pretend is the hand he puts on Jimmy's girlfriend's breast
as he frisks her."|stage direction|||
513|JIMMY|What is that?|speech|JIMMY|M|True
514||"It was quick but Jimmy saw it, even though his girlfriend
didn't react. The cop, oblivious, is cuffing Teddy now."|stage direction|||
515|DETECTIVE|I'm taking you all in.|speech|DETECTIVE|M|True
516|JIMMY|I said, what the fuck was that?|speech|JIMMY|M|True
517|DETECTIVE|What was what?|speech|DETECTIVE|M|True
518||"The room explodes with a boom and the detective crumples to
the floor, clutching at his leg, blood running through his
fingers onto the carpet. Frank stares."|stage direction|||
519|JIMMY|"Oh, he's all right. I just shot him in
the leg. You got a health plan, what are
you complaining about. He's fine. Here -"|speech|JIMMY|M|True
520||(peels off some money)|unknown|||
521|JIMMY|"Five hundred all right? Six? Look, he's
feeling better all the time."|speech|JIMMY|M|True
522||Suddenly, Frank grabs Jimmy and throws him against the wall.|stage direction|||
523||133   INT. FRANK'S PENTHOUSE APARTMENT - NIGHT                        133|location|||
524||"As Ana tries to clean the blood stain on the rug with salt
and soda water, Frank sits with his five brothers in the
debris-strewn aftermath of the party. Silence before:"|stage direction|||
525|FRANK|I can't have this kind of stupidity.|speech|FRANK|M|True
526|TEDDY|"It was an accident.   He feels terrible
about it."|speech|TEDDY|M|True
527|FRANK|"He doesn't feel shit, coked up all the
time. Get rid of him."|speech|FRANK|M|True
528||"(CONT)
55."|unknown|||
529||133   CONTINUED:                                                        133|location|||
530||TEDDY|unknown|||
531|FRANK|"Frank. He's your cousin. What's he
gonna do? Go back home? I'll talk to
him. I'll straighten him out."|speech|FRANK|M|True
532||"Frank looks at Teddy in his tinted Jackie Fox-like goggle
glasses - like he's going to straighten anybody out."|stage direction|||
533|FRANK|Gimme those glasses.|speech|FRANK|M|True
534||TEDDY|unknown|||
535|FRANK|What?   Why?|speech|FRANK|M|True
536||Frank pulls them from Teddy's face and crushes them.|stage direction|||
537||134   INT. NARCOTICS SQUAD HQ - NEWARK - DAY                             134|location|||
538||"Richie sifts through the morning mail at his desk. Stops
on an envelope from the New Jersey Bar Association. As he
works up the nerve to open it, Spearman, Jones and Abruzzo
organize the Italian wise guys' photos on the T.O."|stage direction|||
539|JONES|Ice Pick Paul goes here -|speech|JONES|F|True
540|ABRUZZO|No, he's under Benny Two-Socks -|speech|ABRUZZO|M|
541|JONES|"No, you're thinking of Benny the Bishop.
Benny Two-Socks is Tosca's deadbeat son-
in-law."|speech|JONES|F|True
542|SPEARMAN|Jonesy's right.|speech|SPEARMAN|M|True
543||"Richie comes over, studies the Table of Organization a
moment, then begins untacking the photos from the top down -"|stage direction|||
544|JONES|What're you doing?     We just -|speech|JONES|F|True
545|RICHIE|"For a cop the uppermost thing is the
arrest. For a prosecutor, the arrest is
nothing without the evidence to convict.
We don't have any real evidence on anyone
on this board, so they're coming down.
We're starting over from the street."|speech|RICHIE|M|True
546||"(CONT)
56."|unknown|||
547||134   CONTINUED:                                                     134|location|||
548|ABRUZZO|"What are you, a prosecutor all of a
sudden?"|speech|ABRUZZO|M|
549||Richie tacks his exam results onto the T.O.       He passed.|stage direction|||
550||135   EXT. STREET - NEWARK - DAY                                      135|location|||
